流水號,大類別,From,post_url,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
1,post,馬英九總統(118250504903757),http://www.facebook.com/118250504903757_1094020483993416,2016/01/19 13:30:10,photo,118250504903757_1094020483993416,昨天我接見了美國前副國務卿伯恩斯（William Burns）先生，他這次以美國高階特使的身份在大選後來到臺灣。上週六選舉結果揭曉後，美國國務院發表了公開聲明，除了向民進黨蔡英文主席表示祝賀，也公開感謝我上任後這幾年致力與美國發展堅實夥伴關係，並對我們近年來為改善兩岸關係所採取的具體措施表示讚賞。（The United States thanks President Ma Ying-jeou for his efforts to develop a strong partnership with the United States and applauds him for concrete steps he has taken to improve cross-Strait ties in recent years.）。（美國國務院新聞稿連結: http://goo.gl/fuJf6q）這次來訪，伯恩斯先生也告訴我，「臺美間的非官方關係從來沒像目前這麼好（has never been better），您對此有極大的功勞（deserve much credits）」，本次的選舉結果，也再次彰顯臺灣民主是一個成功的故事。對於這些來自美國國務院的肯定，我也特別向伯恩斯先生表達感謝。我也告訴伯恩斯先生，上個禮拜我國和平完成了總統大選，過程十分平和，顯示臺灣民主已逐漸成熟，也代表中華民國憲政秩序穩固。選舉結果出爐後，我也致電蔡英文主席，除了表達我的衷心祝賀，也希望新的政府上任後，能夠持續維持臺海和平與繁榮的現狀。,added_photos,https://www.facebook.com/MaYingjeou/photos/a.140389499356524.27404.118250504903757/1094020483993416/?type=3,Timeline Photos,1667,29206,475,2016/01/19 13:30:10
3_463,comment,陳月珠(1454486508200509), ,2016/01/15 10:30:38, ,1091588427569955_1091854284210036,馬總統是中華民國有史以來外交做的最好的，提升台灣的能見度，何日本，非律賓，歉署了漁業協定，讓我們的漁民能安心捕魚，這是幾任總統都做不到的，讚啦，歷史會還你公道的。, , , , ,2, , ,
3_464,comment,Joo Jiun Jia(10207405836516493), ,2016/01/15 10:30:48, ,1091588427569955_1091854324210032,中國國民黨與所有黨內被提名的同志以及相關盟友，明天所有的戰役都是美好的一仗，祝福你們當選，加油！, , , , ,0, , ,
3_465,comment,Lin Mer(1603188529920456), ,2016/01/15 10:30:59, ,1091588427569955_1091854394210025,蒼老了許多, , , , ,0, , ,
3_466,comment,Phoenix King(983798948360102), ,2016/01/15 10:31:06, ,1091588427569955_1091854430876688,我是?自大?的海外?人。不?是台?香港?是澳?，都是一家人！很理解台胞的心理??，不?怎?，只要你?平安幸福就好！不?????，都是兄弟小家庭的家?。???大家全力?好日子，莫藏私心，兄弟?心一致?外，不要?斗。, , , , ,0, , ,
3_467,comment,Bally Fu(954741581216947), ,2016/01/15 10:31:19, ,1091588427569955_1091854494210015,知道這次很難、還是會投朱、昐望國民黨要重視基層、苦民所苦、政治不穩定、經濟怎麼會好～加油吧偶藍的兄弟朋友們！, , , , ,0, , ,
3_468,comment,林岩瑾(807482932622111), ,2016/01/15 10:31:37, ,1091588427569955_1091854560876675,馬總?您辛苦了，加油，加油。, , , , ,0, , ,
3_469,comment,謝太源(969439813100892), ,2016/01/15 10:32:01, ,1091588427569955_1091854684209996,馬總統感謝您消費了自己最寶貴的這八年，給我們安定的生活，謝謝您，為了支持您 ，報答您！！我一定聽您的去投朱立倫。, , , , ,1, , ,
3_470,comment,鄭淇真(168667133492776), ,2016/01/15 10:32:22, ,1091588427569955_1091854780876653,國民黨有百年治國經驗，才有今天的民主，安定的社會，我們一定支持國民黨, , , , ,0, , ,
3_471,comment,謝宗良(1456210034691850), ,2016/01/15 10:32:41, ,1091588427569955_1091854910876640,, , , , ,0, , ,
3_472,comment,Jun-Hong Xiao(890841604292250), ,2016/01/15 10:32:56, ,1091588427569955_1091854964209968,我一定會出來投，投2號~, , , , ,0, , ,
3_473,comment,Beijie Lin(802231369851158), ,2016/01/15 10:33:02, ,1091588427569955_1091855000876631,呵呵，?感受下台???的气氛，我?自?岸，立?中立, , , , ,0, , ,
3_474,comment,楊佩(152359045134486), ,2016/01/15 10:33:42, ,1091588427569955_1091855137543284,朱倫當選票選, , , , ,0, , ,
3_475,comment,楊佩(152359045134486), ,2016/01/15 10:33:59, ,1091588427569955_1091855224209942,拜託, , , , ,0, , ,
3_476,comment,曾津衫(10204375999826177), ,2016/01/15 10:34:33, ,1091588427569955_1091855660876565,你用總統的身分發布文告 卻穿特定候選人外套 可以這樣嗎？, , , , ,2, , ,
3_477,comment,王文良(218735921797311), ,2016/01/15 10:34:36, ,1091588427569955_1091855677543230,加油加油加油加油加油加油加油加油。????????????????。, , , , ,0, , ,
3_478,comment,Wilson K Ong(1087621641264490), ,2016/01/15 10:34:38, ,1091588427569955_1091855694209895,該不該有正確認知能力？成事不足 敗事有餘之執政黨近亡？再使用詐術騙選票伎倆？以不實指控和扭曲事實陷害對手如往年慣例？投票給民主進步黨籍沒錯？反投違民腐敗文化政黨必亡？中華民國國旗何在？不忘初衷繼續爭取更多權益保障？莫?信胡言亂語貪欲絕訴？, , , , ,0, , ,
3_479,comment,吳家宏(1161328377213974), ,2016/01/15 10:34:57, ,1091588427569955_1091855780876553,慢走不送！, , , , ,1, , ,
3_480,comment,姜湘雲(1430051877292551), ,2016/01/15 10:35:06, ,1091588427569955_1091855834209881,1 起 9臺灣~~大家加油, , , , ,0, , ,
3_481,comment,唐約瑟(190186234665714), ,2016/01/15 10:36:46, ,1091588427569955_1091856394209825,邱毅不斷揭弊打貪，是國民黨中極少數戰鬥力的呈現。面對泛綠陣營可能會加諸在他身上的抹黑和傷害，他必須一一去承受。他做了這麼多，國民黨中央卻不用他，而是讓一些只會畏戰避敵跟妥協的人列入不分區立委名單，這叫他情何以堪，但他並沒有因此就退縮或停止，仍然繼續揭弊打貪，這就是邱毅。新黨不分區第2名邱毅極需你的政黨票支持，讓他進入立法院繼續揭弊，這才是國家之福。, , , , ,2, , ,
3_482,comment,Lin Jiann Cherng(913004342053146), ,2016/01/15 10:36:49, ,1091588427569955_1091856424209822,騙票總統、跳票總統！, , , , ,0, , ,
3_483,comment,Wesley Chang(967701186595488), ,2016/01/15 10:37:55, ,1091588427569955_1091856594209805,為了台灣的安定為了自身的安全，國民黨雖然讓人失望，我們還要 出來支持投票，即使勉為其難，仍必伸出援手，救自己！, , , , ,2, , ,
3_484,comment,John Tsai(10200750173552904), ,2016/01/15 10:38:24, ,1091588427569955_1091856760876455,承擔是用行動的，表現出來的。不是嘴巴說一說，然後拍拍屁股走人。, , , , ,0, , ,
3_485,comment,林廷宇(10203116215026445), ,2016/01/15 10:39:11, ,1091588427569955_1091856890876442,周子瑜事件讓我們知道，舉個國旗的小女孩就會被封殺，對面說你是台獨份子你就是，一中各表現在看起來根本就是自欺欺人!, , , , ,0, , ,
3_486,comment,Keri Liu(10153276663919346), ,2016/01/15 10:39:12, ,1091588427569955_1091856897543108,Yaya Lien Mandy Tso,tagging, , , ,0, , ,
3_487,comment,Visa Shih(494442547398098), ,2016/01/15 10:39:17, ,1091588427569955_1091856910876440,只有重視人民在生活上安定政黨 ; 重視國家在國際上地位的政黨，如此像我們這樣的小老百姓，才有穩定生活發展的機會啊 !, , , , ,0, , ,
3_488,comment,Wei Wei(10153303082651694), ,2016/01/15 10:40:34, ,1091588427569955_1091857414209723,早知如此，何必當初？搞政治做事，只是基本批鬥，才是關鍵有足足八年完全執政沒法安內攘外就等著下台！, , , , ,2, , ,
3_489,comment,陳家鶯(1616721855248526), ,2016/01/15 10:41:10, ,1091588427569955_1091857584209706,馬總統您辛苦了, , , , ,0, , ,
3_490,comment,Lek Voon(1628239230786628), ,2016/01/15 10:41:50, ,1091588427569955_1091857714209693,加油, , , , ,0, , ,
3_491,comment,姜琇琦(1133559769994806), ,2016/01/15 10:41:57, ,1091588427569955_1091857744209690,投這面國旗能繼續飄揚吧！, , , , ,0, , ,
3_492,comment,高俊清(10203049948004214), ,2016/01/15 10:42:22, ,1091588427569955_1091857844209680,一句話，只要你立刻捐薪並下跪道歉承認你這八年騙了台灣選民，我明天投朱立倫一票！！！, , , , ,6, , ,
3_493,comment,Kuei Ching Hsiung(10205070251569653), ,2016/01/15 10:42:50, ,1091588427569955_1091857907543007,黃安，你看國旗耶, , , , ,0, , ,
3_494,comment,Matthew Shih(10152836935022005), ,2016/01/15 10:43:07, ,1091588427569955_1091857960876335,希望不大，灣區一堆人都飛回去投蔡英文…, , , , ,0, , ,
3_495,comment,Amy Nhan(1733495466887567), ,2016/01/15 10:43:14, ,1091588427569955_1091857984209666,馬英九總?您是台?永?的中華民國好總?????????????, , , , ,1, , ,
3_496,comment,Rita Wang(10153331570500259), ,2016/01/15 10:43:31, ,1091588427569955_1091858040876327,我聽馬總統的支持1號朱立倫支持9號國民黨, , , , ,0, , ,
3_497,comment,Andy Chen(725816067529309), ,2016/01/15 10:45:52, ,1091588427569955_1091858497542948,繼續支持我們心中的理想的候選人, , , , ,0, , ,
3_498,comment,Joanna Lin(1461553017494313), ,2016/01/15 10:46:19, ,1091588427569955_1091858630876268,我支持馬總統，但真不想支持朱立倫，他的所做所為，全國民眾看在眼裡，本來想給藍黨，但朱是黨主席，又覺得很煩，他這樣對待女性候選人，所以應該不會考慮啦！他做的實在太超過了，因為他不尊重馬總統，但我只支持馬總統及美菁姊姊。為什麼美菁姊姊不出來呢？只有她才能對抗蔡小英耶！, , , , ,0, , ,
3_499,comment,陳登璟(10206120226752186), ,2016/01/15 10:46:44, ,1091588427569955_1091858680876263,請問您要怎麼承擔責任？具體的方法是什麼呢？, , , , ,3, , ,
3_500,comment,Frankie Lin(970795739599727), ,2016/01/15 10:46:48, ,1091588427569955_1091858690876262,我會讓朱市長完成他三環三線的承諾的，不要謝我。, , , , ,3, , ,
3_501,comment,Cyrio Cheung(10153325859822332), ,2016/01/15 10:48:01, ,1091588427569955_1091859037542894,以大局為重就不應該賣台 要台灣能夠繼續長治久安就不應該將台灣逐步從民主國家矮化至特別行政區或一個直轄市, , , , ,1, , ,
3_502,comment,禹雲徵(1758851884343081), ,2016/01/15 10:48:27, ,1091588427569955_1091859130876218,團結就是力量，加油, , , , ,0, , ,
3_503,comment,王博(148789485501683), ,2016/01/15 10:49:14, ,1091588427569955_1091859287542869,大?网友支持???，???加油, , , , ,0, , ,
3_504,comment,王文良(218735921797311), ,2016/01/15 10:49:23, ,1091588427569955_1091859317542866,加油加油加油加油加油加油。, , , , ,0, , ,
3_505,comment,孟亦夫(183657091990827), ,2016/01/15 10:49:31, ,1091588427569955_1091859354209529,待到一人一票?，家祭勿忘告乃翁, , , , ,0, , ,
3_506,comment,盧明庚(1086627161354610), ,2016/01/15 10:50:29, ,1091588427569955_1091859657542832,可以不要這麼明顯的看稿嗎哈哈, , , , ,0, , ,
3_507,comment,葉柏君(10202940485872414), ,2016/01/15 10:50:43, ,1091588427569955_1091859700876161,馬總統這八年來您辛苦了, , , , ,0, , ,
3_508,comment,李佩昕(1700960943481337), ,2016/01/15 10:52:41, ,1091588427569955_1091860150876116,小?哥老了，真的老了, , , , ,0, , ,
3_509,comment,Nekki Ko(10153365856427074), ,2016/01/15 10:52:51, ,1091588427569955_1091860210876110,用總統名義幫國民黨拉票？, , , , ,0, , ,
3_510,comment,鄭明金(1032333176778231), ,2016/01/15 10:52:58, ,1091588427569955_1091860254209439,無能只顧財團, , , , ,0, , ,
3_511,comment,莊秀(151345938569411), ,2016/01/15 10:53:43, ,1091588427569955_1091860394209425,風雨中他還在拼，有點不捨，有點鼻酸 !! 在國民黨最艱困 的時候 ，朱立倫不顧背負罵名，挺身擔起責任 ，這一點我很肯定 ，不管結果如何 ，這一票一定投給1號朱立倫 ，加油! !加油 !!, , , , ,1, , ,
3_512,comment,許小龜(1122459114437956), ,2016/01/15 10:53:53, ,1091588427569955_1091860434209421,這邊留言，真的有人會去關心嗎？我覺得倒不如關心一下周子瑜的事吧！黃先生就可以如此狂大妄為嗎？真的是丟了我們自己的尊嚴！一個剛出外打拼的人，卻被如此謠言而毀了！真是悲哀！, , , , ,0, , ,
3_513,comment,Wu Finn(10204632245190442), ,2016/01/15 10:54:19, ,1091588427569955_1091860547542743,#國民黨不倒要飯要到老, , , , ,0, , ,
3_514,comment,周和男(479041988925075), ,2016/01/15 10:54:27, ,1091588427569955_1091860594209405,請問..朱根本是選假的.所以不敢辭去市長.或許市長留住了.黨主席也該打包走人, , , , ,0, , ,
3_515,comment,虞紫藺(113046545744081), ,2016/01/15 10:54:33, ,1091588427569955_1091860614209403,數字說明了一切…（1）一定勝利（2）厄運當頭（3）送上山頭所以這都是老天已經注定好的～國民黨贏定了！, , , , ,9, , ,
3_516,comment,Sarah Lau(10156422221410332), ,2016/01/15 10:54:50, ,1091588427569955_1091860707542727,馬總統謝謝您這八年來的執政，  您辛苦了!, , , , ,2, , ,
3_517,comment,林合合(462418817260440), ,2016/01/15 10:54:59, ,1091588427569955_1091860737542724,呵呵噠, , , , ,0, , ,
3_518,comment,Han-chang Wu(953355108019184), ,2016/01/15 10:55:29, ,1091588427569955_1091860854209379,總統大人，身為總統 ( 最高行政公務人員 )，應謹守公務員行政中立，以「總統」的身份來替特定政黨人員拉票，似乎不是很妥當...., , , , ,2, , ,
3_519,comment,烤柚(10206042605004999), ,2016/01/15 10:56:08, ,1091588427569955_1091861074209357,你的行政中立呢?, , , , ,1, , ,
3_520,comment,Shun-Ping Huang(10152848807341242), ,2016/01/15 10:56:15, ,1091588427569955_1091861124209352,嘖嘖，用說的比較快，都快卸任了用嘴巴承擔很簡單啦......, , , , ,1, , ,
3_521,comment,Crutice Chou(1160146700678080), ,2016/01/15 10:56:29, ,1091588427569955_1091861270876004,國民黨就是被馬英久害死的國民黨的基本盤就是被馬英久的證所稅打爛的，選後如果馬英久在跑回來接黨主席。 那國民黨就真的亡黨了。 國民黨要振興 未來必須開除馬英久才有活路, , , , ,0, , ,
3_522,comment,謝雨涵(975831065770966), ,2016/01/15 10:57:42, ,1091588427569955_1091861687542629,這八年辛苦你了，謝謝你，你真的很棒??, , , , ,0, , ,
3_523,comment,Tristan Tseng(1190288137663277), ,2016/01/15 10:57:52, ,1091588427569955_1091861737542624,馬總統加油 ！！, , , , ,0, , ,
3_524,comment,吳武雄(471001493063629), ,2016/01/15 10:58:30, ,1091588427569955_1091861900875941,者?幾歲了還在馬扁虫合～, , , , ,0, , ,
3_525,comment,吳武雄(471001493063629), ,2016/01/15 10:58:39, ,1091588427569955_1091861934209271,, , , , ,0, , ,
3_526,comment,吳武雄(471001493063629), ,2016/01/15 10:58:44, ,1091588427569955_1091861950875936,, , , , ,0, , ,
3_527,comment,江碧珠(473308026154662), ,2016/01/15 10:59:14, ,1091588427569955_1091862047542593,蔡英文支持度不高，她最害怕的結果是藍軍傾巢而出，唯一支持朱立倫，大家團結幹一場光榮革命，把暴力空心菜丟進廚餘桶!, , , , ,10, , ,
3_528,comment,Summer Chen(10206805313190936), ,2016/01/15 10:59:23, ,1091588427569955_1091862060875925,你在開玩笑嗎, , , , ,0, , ,
3_529,comment,陳芳妮(1564349770489679), ,2016/01/15 10:59:41, ,1091588427569955_1091862164209248,陳俐潔,tagging, , , ,0, , ,
3_530,comment,王晉哲(993892493961912), ,2016/01/15 10:59:57, ,1091588427569955_1091862237542574,總統，謝謝的你這席話，我明天一定會出門投給蔡英文！, , , , ,17, , ,
3_531,comment,Jessica Wang(10200537759282194), ,2016/01/15 10:59:57, ,1091588427569955_1091862244209240,麥擱騙啊, , , , ,0, , ,
3_532,comment,Siqi Susan Wong(1148979401779847), ,2016/01/15 11:00:28, ,1091588427569955_1091862424209222,awww 小馬哥老了好多 雖然我覺得國民黨最後還是會當選執政黨 但還是要看看這過程呀 hmmm, , , , ,0, , ,
3_533,comment,柯良穎(832116396882834), ,2016/01/15 11:00:39, ,1091588427569955_1091862464209218,認真講 費翔還是比你帥, , , , ,2, , ,
3_534,comment,林雨柔(10207059904596899), ,2016/01/15 11:00:53, ,1091588427569955_1091862520875879,以總統的身分，替自己的政黨拉票不是個民主的行為吧!您說的很好，為了國家安定未來而投，但投給誰是選民自己的決定，也是對您的審視。既然當了總統，就應該站在國家的立場上超越黨派。在您卸任前，希望不要再有讓人民失望的作為了。, , , , ,0, , ,
3_535,comment,Arthur  Yang(540355276105715), ,2016/01/15 11:00:57, ,1091588427569955_1091862540875877,是的，我們一定要努力不懈地向耶穌禱告，求神賜給台灣一個行憐憫、好公義的掌權者！, , , , ,1, , ,
3_536,comment,吳武雄(471001493063629), ,2016/01/15 11:01:00, ,1091588427569955_1091862567542541,口圭聽?尼在囗欠喇囗八～口八！囗八！囗八！, , , , ,0, , ,
3_537,comment,陳義弘(783479058403074), ,2016/01/15 11:01:23, ,1091588427569955_1091862690875862,國民黨加油當選：, , , , ,0, , ,
3_538,comment,狄平?(1679660035595127), ,2016/01/15 11:01:40, ,1091588427569955_1091862747542523,真?笨的，不?气的?。, , , , ,0, , ,
3_539,comment,Frank Chin(972227602844206), ,2016/01/15 11:02:19, ,1091588427569955_1091863344209130,大家必須喚起民眾，為了守護中華民國而投國民黨一票！, , , , ,0, , ,
3_540,comment,黃翊菱(1266107893405863), ,2016/01/15 11:02:37, ,1091588427569955_1091863427542455,本來就沒有人出生就知道怎麼當總統，也不可能做到百分之百民意的滿意。謝謝你八年的努力，能者多勞，帶領我們走向更好。八年前八年後的照片比較，在您臉上看的出辛勞，謝謝你放棄做自己，選擇做中華民國的總統, , , , ,1, , ,
3_541,comment,Bryant Fitcoach(795231897249414), ,2016/01/15 11:02:40, ,1091588427569955_1091863467542451,馬總統其實是個政治家的典範，我是國外華僑，看著扁馬的執政，確實臺灣進步了, , , , ,2, , ,
3_542,comment,李嘉睿(10205511745449549), ,2016/01/15 11:03:02, ,1091588427569955_1091863550875776,支持馬總統就是支持所有國民黨立法委員。阿糟糕，這樣會不會被檢舉為黑函啊？好怕怕....., , , , ,0, , ,
3_543,comment,Kelly Jwang(884814268242784), ,2016/01/15 11:03:23, ,1091588427569955_1497610760547226,馬總統，你是人很好啦....., , , , ,2, , ,
3_544,comment,王金蓮(1549439185320767), ,2016/01/15 11:03:24, ,1091588427569955_1497610767213892,, , , , ,0, , ,
3_545,comment,王金蓮(1549439185320767), ,2016/01/15 11:03:32, ,1091588427569955_1091863657542432,明天一早一定會去投票，馬總統我永遠愛您。, , , , ,1, , ,
3_546,comment,Karin Hsieh(10200744016759881), ,2016/01/15 11:04:28, ,1091588427569955_1091863827542415,我愛馬總統??, , , , ,0, , ,
3_547,comment,吳武雄(471001493063629), ,2016/01/15 11:04:34, ,1091588427569955_1497610920547210,看到共匪不敢戴國旗是不是怕黃安舉報台獨？, , , , ,5, , ,
3_548,comment,徐玉琦(1426101561025490), ,2016/01/15 11:04:52, ,1091588427569955_1091863897542408,一定去投我們心目中的人選！團結一心！一定勝利！, , , , ,0, , ,
3_549,comment,陳鈺玲(1069720749716551), ,2016/01/15 11:04:57, ,1091588427569955_1497610953880540,吳怡萱,tagging, , , ,1, , ,
3_550,comment,吳武雄(471001493063629), ,2016/01/15 11:05:16, ,1091588427569955_1091863984209066,現在戴國旗是不是又在騙台灣人？, , , , ,0, , ,
3_551,comment,Kenny Lee(1034799249869894), ,2016/01/15 11:05:22, ,1091588427569955_1497610987213870,我會讓他回去當市長, , , , ,1, , ,
3_552,comment,黃仲瑋(10207013199308107), ,2016/01/15 11:05:22, ,1091588427569955_1497610990547203,來不及了啦，只有選舉到了才來騙票．人們對政治人物的印象與觀感，是過去的每一次發生社會事件與重大議題時，政治人物所採的立場與處理方式所累積的．不是突然到了選舉年才來臨時抱佛腳，說幾句好聽的話，就可以一下子改變群眾觀感的．, , , , ,1, , ,
3_553,comment,Carol Fang(10102629296560411), ,2016/01/15 11:05:31, ,1091588427569955_1091864067542391,So much respect for you， not just from me， but from the educated mainlanders. Too bad we cannot have an official way to support you, , , , ,0, , ,
3_554,comment,HanTing Lin(836338486459507), ,2016/01/15 11:05:48, ,1091588427569955_1497611050547197,謝謝馬總統！辛苦您了??????, , , , ,1, , ,
3_555,comment,吳武雄(471001493063629), ,2016/01/15 11:06:12, ,1091588427569955_1497611097213859,一開口就說謊！口八！口八！口八！口八！, , , , ,0, , ,
3_556,comment,Wei Chei Chang(10205776040816861), ,2016/01/15 11:06:42, ,1091588427569955_1091864397542358,總統加油!!!, , , , ,0, , ,
3_557,comment,吳武雄(471001493063629), ,2016/01/15 11:06:52, ,1091588427569955_1091864420875689,綠卡家族無足各用口?立！, , , , ,0, , ,
3_558,comment,Dingchee Zhang(1680663622187954), ,2016/01/15 11:07:23, ,1091588427569955_1091864534209011,???加油！, , , , ,0, , ,
3_559,comment,Wen-jUng Lo(10207357004545997), ,2016/01/15 11:08:01, ,1091588427569955_1091864787542319,大家加油加油加加油, , , , ,0, , ,
3_560,comment,吳武雄(471001493063629), ,2016/01/15 11:08:31, ,1091588427569955_1497611510547151,633貪污詐騙集團，選前騙選票，選後騙鈔票！, , , , ,1, , ,
3_561,comment,陳信宇(10203593305464192), ,2016/01/15 11:09:29, ,1091588427569955_1091865234208941,請問國民黨做了八年的政績有那些呢？可以分享一下嗎？謝謝, , , , ,0, , ,
3_562,comment,洪登福(192581727761859), ,2016/01/15 11:09:41, ,1091588427569955_1497611713880464,馬總統加油！國民黨加油！台灣省加油！來自大陸的祝福！, , , , ,0, , ,
3_563,comment,吳武雄(471001493063629), ,2016/01/15 11:09:44, ,1091588427569955_1091865310875600,中國馬騙騙馬扁！, , , , ,0, , ,
3_564,comment,Dingchee Zhang(1680663622187954), ,2016/01/15 11:09:54, ,1091588427569955_1497611747213794,作?大?人，我??地看?。望所有人前程似?。, , , , ,0, , ,
3_565,comment,Andy  Chen(819543351490263), ,2016/01/15 11:10:36, ,1091588427569955_1497611857213783,Good，做得不夠理想不夠好的地方，要深入反省，讓未來更好，加油再加油, , , , ,0, , ,
3_566,comment,吳武雄(471001493063629), ,2016/01/15 11:11:05, ,1091588427569955_1091865610875570,李敖說：「馬英九清廉個屁」「馬改變了國民黨-把豪奪變成巧取」 - YouTube? 6:12? 6:12www.youtube.com/watch?v=AgV2EWJ6WuM2011年12月9日 - 上傳者：Dulan9其實是「把豪奪的國民黨改變成巧取的國民黨」巧取豪奪臺灣人民6000億的外來土匪政權-還有臉吹噓「馬桶改變了國民黨」？ 廉售國發院土 ..., , , , ,0, , ,
3_567,comment,Raymond Liu(591935915701), ,2016/01/15 11:11:15, ,1091588427569955_1497614063880229,蔡英文總統加油!, , , , ,0, , ,
3_568,comment,吳武雄(471001493063629), ,2016/01/15 11:11:26, ,1091588427569955_1091865664208898,1.曾正仁， 前廣三SOGO集團總裁，1998年掏空台中商銀250億，違反證交法、洗錢、背信等罪，三審判刑11年，逃亡大陸，被通緝中。, , , , ,4, , ,
3_569,comment,Fjr Ken(954366067909110), ,2016/01/15 11:11:40, ,1091588427569955_1497614137213555,再見不送, , , , ,0, , ,
3_570,comment,吳武雄(471001493063629), ,2016/01/15 11:11:48, ,1091588427569955_1091865710875560,2.張文儀，前台中立委，與曾正仁共同掏空順大裕公司90餘億元，涉嫌違反證券交易法、背信等罪，判處五年六月徒刑，逃亡大陸。, , , , ,6, , ,
3_571,comment,楊振華(880690785329189), ,2016/01/15 11:11:52, ,1091588427569955_1497614193880216,作的這麼爛還有臉在那個位置上，希望你坐牢坐到死。, , , , ,3, , ,
3_572,comment,Yaopai Huang(605683436239827), ,2016/01/15 11:11:57, ,1091588427569955_1091865730875558,呸!, , , , ,0, , ,
3_573,comment,Betty  Zhou(802098969910175), ,2016/01/15 11:11:57, ,1091588427569955_1091865737542224,表示，?英九有句?挺?的，只有?民党才能??台?前?，???岸和平。?持???台?是最好的，也是我?能妥?的，要是民?党上台的?，台?跟大?就越?越?了，?果就不可遇?了……, , , , ,0, , ,
3_574,comment,吳武雄(471001493063629), ,2016/01/15 11:12:11, ,1091588427569955_1497614243880211,3.朱安雄，前高雄市議長，利用其名下安鋒集團旗下公司，在全台逾30家金融機構 造成逾期放款與呆帳已高達259億8000萬元及議長賄選賄款5000萬元。 2003年判刑7年 逃亡大陸被通緝中。, , , , ,6, , ,
3_575,comment,馬梅蘭(380837235455884), ,2016/01/15 11:12:24, ,1091588427569955_1497614270546875,K M D Is The Winner, , , , ,0, , ,
3_576,comment,Ling Hou(1106410272708589), ,2016/01/15 11:13:12, ,1091588427569955_1091866034208861,請告訴您的親友，為了社會和諧，請勿支持民X黨，務必出來選舉, , , , ,0, , ,
3_577,comment,陳重任(653738314749328), ,2016/01/15 11:13:27, ,1091588427569955_1091866094208855,Scott Huang,tagging, , , ,0, , ,
3_578,comment,Martina Hoffmann(858450990867101), ,2016/01/15 11:13:28, ,1091588427569955_1497614447213524,馬總統在我心目中是最棒的總統，深深向您致意！！謝謝您這八年來對台灣的付出，現在您終於可以好好休息了??, , , , ,1, , ,
3_579,comment,楊宗祐(875726025807241), ,2016/01/15 11:14:16, ,1091588427569955_1497614560546846,感謝總統8年來的努力 那些人不要管他們, , , , ,0, , ,
3_580,comment,王佳榮(1029277067091156), ,2016/01/15 11:14:31, ,1091588427569955_1497614613880174,馬總統超讚的!我投朱主席，一號當選!, , , , ,0, , ,
3_581,comment,屏東廟會文化討論區(127656153931226), ,2016/01/15 11:15:07, ,1091588427569955_1497614737213495,馬英九你還是安靜一點吧你說話沒公信力  恨多國民黨的老派系對你都很不爽了你不知道嗎 只是沒人跟你說吧   還要說什麼安定實在是可笑至極  你不說話國民黨至少還能保得住不分區20席左右擬依發言可能只剩六到十三席反而更慘可憐不分區全部滅亡  區域十三席  國民黨就真的風中殘燭了真為黨好請安靜, , , , ,0, , ,
3_582,comment,楊凱任(803244296436541), ,2016/01/15 11:15:32, ,1091588427569955_1091866490875482,絕對會投蔡英文的放心, , , , ,0, , ,
3_583,comment,楊慧聰(10203042569664725), ,2016/01/15 11:15:48, ,1091588427569955_1091866524208812,在個妖魔當道的世代， 好人總是被唾棄， 就像當初的文革一樣， 只有惡勢力能講話， 妖女即將上大位， 大家只好明哲保身了.... 希望馬總統卸任之後， 不會被政治追殺.....天佑台灣, , , , ,1, , ,
3_584,comment,施昇宏(911330515555032), ,2016/01/15 11:15:51, ,1091588427569955_1497614883880147,鬼話連篇, , , , ,0, , ,
3_585,comment,Yubin Zhang(196503377355848), ,2016/01/15 11:16:54, ,1091588427569955_1497614993880136,好感?，???辛苦了，加油，永?支持你。, , , , ,2, , ,
3_586,comment,Yen Chao Chiu(598762453600352), ,2016/01/15 11:17:02, ,1091588427569955_1091866810875450,徐開勳,tagging, , , ,0, , ,
3_587,comment,周瑾欣(936242819768141), ,2016/01/15 11:17:18, ,1091588427569955_1091866870875444,愛紗說釣魚台是台灣的 ， 李登輝?釣魚台是日本的, , , , ,0, , ,
3_588,comment,武田(1624842684396563), ,2016/01/15 11:17:24, ,1091588427569955_1497615047213464,票投小英，臺灣才會好, , , , ,1, , ,
3_589,comment,余信翰(10208319867944910), ,2016/01/15 11:17:29, ,1091588427569955_1091866904208774,支持馬總統！, , , , ,0, , ,
3_590,comment,Ddr Li(918092391631180), ,2016/01/15 11:17:55, ,1091588427569955_1091867014208763,操你媽的垃圾黃安  支那賤畜養的狗 出賣台灣人  馬英九加油!!, , , , ,0, , ,
3_591,comment,王羿能(1000302983347747), ,2016/01/15 11:18:14, ,1091588427569955_1497615423880093,8年前你喊全面執政全面負責，結果也是用騙的！該換民進黨全面執政, , , , ,5, , ,
3_592,comment,Camille Camille(1691850721051490), ,2016/01/15 11:18:22, ,1091588427569955_1497615443880091,中華民國民選總統，馬總統是真正為台灣利益爭取最多，也是最會做事且最有涵養的民選總統。1/16真正愛台灣，愛中華民國的人，為了自己，也為了下一代，一旗來捍衛中華民國。, , , , ,0, , ,
3_593,comment,潘冠霖(944368008915370), ,2016/01/15 11:18:32, ,1091588427569955_1091867137542084,中華民國加油 ! 國民黨加油 !, , , , ,0, , ,
